iter	RMSE
266	0.02050248539
267	0.02048362701
268	0.02047448517
269	0.02045557333
270	0.02044359494
271	0.02043255414
272	0.02042270405
273	0.02041144
274	0.0203973098
275	0.02038761252
276	0.0203802646
277	0.02035828634
278	0.02035068414
279	0.02034642266
280	0.02033690144
281	0.02031792008
282	0.02030837043
283	0.02029381656
284	0.02028524493
285	0.02027896326
286	0.02027258996
287	0.02025935239
288	0.020247046
289	0.02023312747
290	0.02022380493
291	0.02021604104
292	0.02020392733
293	0.02018740606
294	0.02018174431
295	0.02017424512
296	0.02016557016
297	0.02015407377
298	0.0201417781
299	0.02013367491
300	0.02012640933
301	0.02011328901
302	0.02010554503
303	0.02009871402
304	0.02009079047
305	0.02007691768
306	0.02007048694
307	0.02006012812
308	0.02005342457
309	0.02004589338
310	0.02004092645
311	0.02003498849
312	0.0200287688
313	0.02001733898
314	0.01999437144
315	0.01998304672
316	0.01997530828
317	0.01996077758
318	0.01994313765
319	0.01993721256
320	0.01993205013
321	0.01992349116
322	0.01991762197
323	0.01990961834
324	0.01989628107
325	0.01988997821
326	0.01987914955
327	0.01986520498
328	0.01985080196
329	0.01984618793
330	0.01983603132
331	0.01983043322
332	0.01982175831
333	0.01981587897
334	0.01980663017
335	0.01979213761
336	0.01978576005
337	0.01977614688
338	0.01975812282
339	0.01974430324
340	0.01973295914
341	0.01972718598
342	0.01972188151
343	0.01971761952
344	0.01970718124
345	0.01969915421
346	0.01969422249
347	0.01968698338
348	0.01967303652
349	0.01965470999
350	0.01965069315
351	0.01964561079
352	0.01963844327
353	0.01962627636
354	0.01961849463
355	0.01961528419
356	0.01960755551
357	0.01960457371
358	0.01959558265
359	0.01957860099
360	0.01957274427
361	0.01956820393
362	0.01956431688
363	0.01955908797
364	0.01955745871
365	0.01954535439
366	0.01953641069
367	0.01952829194
368	0.01951816779
369	0.01951132446
370	0.01949978617
371	0.01949374018
372	0.01949218714
373	0.01947891041
374	0.01947155586
375	0.01946226888
376	0.01944528969
377	0.01943695558
378	0.01943013937
379	0.01942097675
380	0.01941249656
381	0.01940946687
382	0.01939900138
383	0.01938766395
384	0.01938106364
385	0.01937750763
386	0.01936798038
387	0.01935445954
388	0.01934776641
389	0.01933735933
390	0.01933709078
391	0.01932980129
392	0.01931294741
393	0.01930791988
394	0.01930536759
395	0.0192948644
396	0.0192852091
397	0.01928283654
398	0.01927543314
399	0.01926535222
400	0.01924920308
401	0.01924628009
402	0.01923015641
403	0.01922614431
404	0.01921661941
405	0.01920945991
406	0.01920574386
407	0.01919585569
408	0.01918778354
409	0.01918429397
410	0.01918068351
411	0.01917576576
412	0.01916888956
413	0.01916422542
414	0.0191580171
415	0.01915343987
416	0.01914313193
417	0.01914058869
418	0.019137802
419	0.01913552956
420	0.01912108925
421	0.01912088815
422	0.01911200331
423	0.01910605227
424	0.01909928387
425	0.01908951924
426	0.01908145449
427	0.01907456976
428	0.01907129047
429	0.01906465029
430	0.0190599508
431	0.01905068917
432	0.01904276943
433	0.01903695318
434	0.01903220168
435	0.01901937455
436	0.01901219589
437	0.0190079302
438	0.01899061175
439	0.01898508398
440	0.01898502104
441	0.01897920959
442	0.01897666211
443	0.01896957393
444	0.01895935465
445	0.01895694214
446	0.01894551328
447	0.01894545256
448	0.01893656492
449	0.01893650672
450	0.01893075734
451	0.01892348303
452	0.01891351303
453	0.01890906235
454	0.01890523
455	0.01889788251
456	0.01889219159
457	0.01888569939
458	0.01887107051
459	0.01886476681
460	0.01886257751
461	0.01885825129
462	0.01885583428
463	0.01885308351
464	0.01884558832
465	0.01884141236
466	0.01883719565
467	0.01883136844
468	0.01882272115
469	0.01881404077
470	0.01880538999
471	0.01880377973
472	0.01879341676
473	0.0187889645
474	0.0187873228
475	0.01878726652
476	0.01878324285
477	0.01877870616
478	0.01877066825
479	0.01875982745
480	0.0187537961
481	0.01874448536
482	0.01873758243
483	0.01873035329
484	0.01873029907
485	0.01872207486
486	0.01872018208
487	0.01870670065
488	0.01870267335
489	0.01870239137
490	0.01869542164
491	0.0186921977
492	0.01868783723
493	0.01867624019
494	0.01867190299
495	0.01866642092
496	0.01866425735
497	0.01865475888
498	0.01864348275
499	0.01862941409
500	0.01861848075
501	0.01861318871
502	0.01860764679
503	0.01860177426
504	0.01859584547
505	0.0185783095
506	0.0185710434
507	0.01856348195
508	0.01855928737
509	0.01855330875
510	0.01855297608
511	0.01854921353
512	0.01854707794
513	0.01853403787
514	0.01851773356
515	0.01851485411
516	0.01850502283
517	0.01850127624
518	0.01849404295
519	0.0184843034
520	0.01846420778
521	0.01844905863
522	0.01844354545
523	0.0184401105
524	0.01843476037
525	0.01842685698
526	0.01841352564
527	0.01840543058
528	0.01840024139
529	0.01839490236
530	0.0183790871
531	0.01837645566
532	0.01837099236
533	0.01836130289
534	0.01834819178
535	0.01834254298
536	0.01833825485
537	0.01833381254
538	0.01832965032
539	0.01832067883
540	0.01831442612
541	0.01830366697
542	0.01829608056
543	0.01828027913
544	0.01827679383
545	0.01827317441
546	0.01826822509
547	0.0182553918
548	0.01824818081
549	0.01823556337
550	0.01822995134
551	0.01822800456
552	0.01822044153
553	0.01821184858
554	0.01820381646
555	0.01819656272
556	0.01819308158
557	0.01818516823
558	0.01818245505
559	0.01817960848
560	0.01817488195
561	0.01816915404
562	0.01816614684
563	0.01816300731
564	0.01816296042
565	0.01815889938
566	0.01815612137
567	0.01815380528
568	0.01815341742
569	0.01815168562
570	0.01814701875
571	0.01813607228
572	0.01812673833
573	0.01811970413
574	0.01811350861
575	0.01810481239
576	0.01809662295
577	0.01808909671
578	0.01808491504
579	0.01807705842
580	0.01807373304
581	0.01805958377
582	0.01805766751
583	0.01805206521
584	0.01804680899
585	0.01804676566
586	0.0180436672
587	0.01804022416
588	0.01803186876
589	0.01802906427
590	0.01802586445
591	0.01802189904
592	0.01801688065
593	0.01801270089
594	0.01801243156
595	0.01800504165
596	0.01799882739
597	0.01799353696
598	0.01798812772
599	0.01798206306
600	0.01797523117
601	0.01796129052
602	0.01795873033
603	0.01795339846
604	0.01794672134
605	0.01794211963
606	0.01793657141
607	0.0179332793
608	0.01793020014
609	0.01792537582
610	0.01792076646
611	0.01791719431
612	0.01791465448
613	0.01791179257
614	0.01791007575
615	0.01789981446
616	0.01789586128
617	0.01789161643
618	0.01788757627
619	0.01788315109
620	0.01788311066
621	0.01787428329
622	0.01786867468
623	0.01785739014
624	0.01784166596
625	0.01783690589
626	0.0178320529
627	0.01782881625
628	0.01781951549
629	0.01781239219
630	0.01780945147
631	0.01780523919
632	0.01780094923
633	0.01779485969
634	0.01779482107
635	0.01778902602
636	0.01778544045
637	0.01777694119
638	0.01777416311
639	0.01776332475
640	0.01776049635
641	0.01775787625
642	0.01775168569
643	0.01774558694
644	0.01774391874
645	0.0177359278
646	0.0177283681
647	0.0177238521
648	0.01771622118
649	0.01770492505
650	0.01770014954
651	0.01769706576
652	0.01769368682
653	0.01768707241
654	0.01767650352
655	0.01767299567
656	0.01767295806
657	0.0176705769
658	0.01766755211
659	0.01766482564
660	0.01765807899
661	0.01765525501
662	0.01765356228
663	0.01765330774
664	0.0176499866
665	0.01764283205
666	0.01763797597
667	0.01762913881
668	0.01762253843
669	0.01761556285
670	0.0176109591
671	0.01760583132
672	0.01760295616
673	0.01759642645
674	0.01758930842
675	0.01758769801
676	0.01758616357
677	0.0175820525
678	0.0175783487
679	0.01757583306
680	0.01757269849
681	0.01756595436
682	0.01756583715
683	0.01755923057
684	0.01755775383
685	0.01755005774
686	0.01754418801
687	0.01753897365
688	0.01752915583
689	0.01751678854
690	0.01751025589
691	0.01750422791
692	0.01749811519
693	0.01749154564
694	0.01748380377
695	0.01748132238
696	0.01747612712
697	0.01747281534
698	0.01746755365
699	0.01746091348
700	0.01745516169
701	0.01745249389
702	0.01745031446
703	0.01744436334
704	0.01743832314
705	0.0174369115
706	0.0174278329
707	0.01742514689
708	0.01742085931
709	0.01741417841
710	0.0174045024
711	0.01739862831
712	0.01739504357
713	0.01738876762
714	0.01738638833
715	0.01738169054
716	0.0173768967
717	0.01737018897
718	0.01736549547
719	0.01736114014
720	0.01735542565
721	0.01735157812
722	0.01734204827
723	0.01733741311
724	0.0173330921
725	0.01732030224
726	0.01731631798
727	0.01731626074
728	0.01730856114
729	0.01729847102
730	0.01729841711
731	0.01729351867
732	0.01729078437
733	0.0172816774
734	0.01727530328
735	0.01727245302
736	0.01726962342
737	0.01726580047
738	0.01726045186
739	0.0172542165
740	0.01724731388
741	0.01724399086
742	0.01723990625
743	0.01723663877
744	0.01723403025
745	0.0172304315
746	0.01722655349
747	0.01722395513
748	0.01721920596
749	0.01721784149
750	0.01721173534
751	0.01720860746
752	0.01720847532
753	0.01720343536
754	0.01719691192
755	0.01719395566
756	0.01719125594
757	0.0171895663
758	0.01718542896
759	0.01718197653
760	0.01717119967
761	0.0171687926
762	0.01716524787
763	0.01716488214
764	0.01716080088
765	0.01715602558
766	0.01715032575
767	0.017144415
768	0.01713757221
769	0.01713591139
770	0.01713379056
771	0.01713067839
772	0.01712555418
773	0.01712327436
774	0.01711579198
775	0.01711351793
776	0.01710832913
777	0.0171013251
778	0.01709739149
779	0.01708992723
780	0.01708226792
781	0.0170775899
782	0.01707352861
783	0.01706960836
784	0.01706620806
785	0.01706372127
786	0.01706013006
787	0.01705693246
788	0.01705388874
789	0.01705137719
790	0.017048954
791	0.01704049713
792	0.01703719541
793	0.01703308356
794	0.01702315795
795	0.01702155623
796	0.01701641584
797	0.01701126716
798	0.01700998047
799	0.01700467815
800	0.01699985877
801	0.01699654395
802	0.016996241
803	0.01698936834
804	0.01698649216
805	0.01697414088
806	0.01696384593
807	0.01695901374
808	0.01694726421
809	0.01693570351
810	0.01692837705
811	0.01692371227
812	0.01692140619
813	0.01692137725
814	0.01691100234
815	0.01690474021
816	0.01690192649
817	0.0168997299
818	0.0168914735
819	0.01688523793
820	0.01688122026
821	0.01688109257
822	0.01687946641
823	0.01687334701
824	0.01686577493
825	0.0168532851
826	0.01684796115
827	0.01684314234
828	0.01683813306
829	0.01683650636
830	0.01683429325
831	0.01683165406
832	0.01682772293
833	0.0168183894
834	0.01681563722
835	0.01681271996
836	0.01680927051
837	0.01680616895
838	0.01679835417
839	0.01679106759
840	0.01678881129
841	0.01678433608
842	0.01678086756
843	0.01677441473
844	0.01677195757
845	0.01676922344
846	0.01676326946
847	0.01676108884
848	0.01675596168
849	0.01675293152
850	0.01674682727
851	0.01674025144
852	0.01673859285
853	0.01673642433
854	0.01673465549
855	0.01672564786
856	0.0167198344
857	0.01671549826
858	0.01671180303
859	0.01670961243
860	0.01670750295
861	0.01669844043
862	0.01669482157
863	0.01669282711
864	0.01669024413
865	0.01668696556
866	0.01668394729
867	0.01668002984
868	0.01667689974
869	0.01667059629
870	0.01665758195
871	0.01665150742
872	0.01664850126
873	0.01664542963
874	0.01664286406
875	0.01663863145
876	0.01663134274
877	0.01662732484
878	0.01662452949
879	0.01662186732
880	0.01661526578
881	0.01661133262
882	0.01660239276
883	0.0165989599
884	0.01659485088
885	0.0165932414
886	0.01659261275
887	0.01658532287
888	0.01658381082
889	0.0165803124
890	0.01657146901
891	0.01656928676
892	0.01656736799
893	0.0165605159
894	0.01655392524
895	0.01654926604
896	0.01653838225
897	0.01653407576
898	0.01652958495
899	0.01652580766
900	0.01652156436
901	0.01651536926
902	0.01651200662
903	0.01650915267
904	0.0165029538
905	0.01649515473
906	0.0164927943
907	0.01648839701
908	0.01648358583
909	0.01647175365
910	0.01646774673
911	0.01646328888
912	0.01645953622
913	0.01645645856
914	0.01645274375
915	0.01644952361
916	0.01644453329
917	0.01644330069
918	0.01644095716
919	0.01643960749
920	0.01643912929
921	0.0164352522
922	0.01643302253
923	0.01642899466
924	0.0164263614
925	0.01642475433
926	0.01641761474
927	0.01641335388
928	0.01641039833
929	0.01640843706
930	0.01640413585
931	0.01639896471
932	0.01639554873
933	0.01639021288
934	0.01638379353
935	0.01638247727
936	0.01637346204
937	0.01637178742
938	0.01636809821
939	0.01636406657
940	0.01636238591
941	0.01635804598
942	0.01634790399
943	0.01634509913
944	0.01634154419
945	0.01633875966
946	0.01633762952
947	0.01633752716
948	0.01633427945
949	0.01633121564
950	0.01632849861
951	0.01632518379
952	0.01632198417
953	0.01631387208
954	0.01631192034
955	0.0163084351
956	0.01630452706
957	0.01629787112
958	0.01629525852
959	0.01629311669
960	0.01628999074
961	0.01628549218
962	0.01628259575
963	0.01627929708
964	0.0162719383
965	0.01627184669
966	0.0162710706
967	0.01626578781
968	0.01626288975
969	0.01625946592
970	0.01625738806
971	0.01625312163
972	0.01625265618
973	0.01624985091
974	0.0162485338
975	0.01624426583
976	0.0162439584
977	0.01623861391
978	0.01623299195
979	0.01622681949
980	0.01622226451
981	0.01621677598
982	0.0162116416
983	0.0162023318
984	0.01619870303
985	0.01619292311
986	0.01619002677
987	0.01618757019
988	0.01618347696
989	0.01618150847
990	0.01617900514
991	0.01617891341
992	0.01617298832
993	0.01616580622
994	0.01616110751
995	0.01616006652
996	0.01615493262
997	0.01615176598
998	0.0161500617
999	0.01614505691
